shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
RED2,17.3942286,78.4703087,187,10864
RED2,17.3945863,78.4703602,188,10905
RED2,17.3948304,78.4704214,189,10932
RED2,17.3950594,78.4705259,190,10960
RED2,17.3953397,78.4707362,191,10999
RED2,17.3957284,78.4709398,192,11047
RED2,17.3960251,78.4710195,193,11081
RED2,17.3963719,78.4710376,194,11120
RED2,17.3970157,78.4709632,195,11192
RED2,17.3980492,78.4708024,196,11308
RED2,17.3982698,78.4707738,197,11332
RED2,17.398365,78.4707614,198,11343
RED2,17.3988745,78.470716,199,11400
RED2,17.3993435,78.4706382,200,11453
RED2,17.3997644,78.4705756,201,11500
RED2,17.4004871,78.4704882,202,11581
RED2,17.4008911,78.4703419,203,11628
RED2,17.4010911,78.4701892,204,11656
RED2,17.4013531,78.4698774,205,11700
RED2,17.4023585,78.4682936,206,11902
RED2,17.4026135,78.4678,207,11961
RED2,17.4026882,78.4673252,208,12013
RED2,17.402776,78.4664055,209,12111
RED2,17.4029288,78.4660178,210,12155
RED2,17.4031392,78.4657321,211,12193
RED2,17.4033995,78.4654531,212,12235
RED2,17.4042288,78.4646895,213,12358
RED2,17.4047468,78.4642125,214,12434
RED2,17.4051375,78.4638485,215,12492
RED2,17.4060218,78.463018,216,12624
RED2,17.4063009,78.4627255,217,12668
RED2,17.4064531,78.4624946,218,12698
RED2,17.4065308,78.4622796,219,12722
RED2,17.4066479,78.461777,220,12777
RED2,17.4067811,78.4612709,221,12833
RED2,17.4068398,78.4610344,222,12859
RED2,17.4070047,78.4607643,223,12893
RED2,17.4072447,78.4605933,224,12925
RED2,17.4075345,78.4605109,225,12959
RED2,17.4080077,78.4604674,226,13011
RED2,17.4083202,78.4604564,227,13046
RED2,17.4087134,78.4604897,228,13090
RED2,17.4093281,78.4605515,229,13159
RED2,17.4103681,78.4609362,230,13281
RED2,17.4110221,78.4609101,231,13354
RED2,17.4119664,78.4607387,232,13461
RED2,17.4122241,78.4606919,233,13490
RED2,17.4129659,78.4602932,234,13583
RED2,17.4134148,78.4599363,235,13645
RED2,17.4134738,78.4598584,236,13656
RED2,17.414077,78.458904,237,13777
RED2,17.4142554,78.4587111,238,13806
RED2,17.4143985,78.4586348,239,13824
RED2,17.4153596,78.458204,240,13940
RED2,17.4154556,78.4581474,241,13952
RED2,17.4155394,78.4580893,242,13963
RED2,17.4158884,78.4577849,243,14014
RED2,17.4161106,78.45764,244,14043
RED2,17.416671,78.4573879,245,14111
RED2,17.4170233,78.4572528,246,14152
RED2,17.4170973,78.4572288,247,14161
RED2,17.4171853,78.4572092,248,14171
RED2,17.4191365,78.4569508,249,14390
RED2,17.4192412,78.4569043,250,14402
RED2,17.4201957,78.4562913,251,14527
RED2,17.4209654,78.4558011,252,14627
RED2,17.4219758,78.4551575,253,14758
RED2,17.4243417,78.4537996,254,15058
RED2,17.4270199,78.4522577,255,15398
RED2,17.4289005,78.4508989,256,15652
RED2,17.4294827,78.4505063,257,15729
RED2,17.4296105,78.450406,258,15747
RED2,17.429776,78.4502571,259,15771
RED2,17.4299699,78.4500639,260,15801
RED2,17.4300733,78.4499206,261,15820
RED2,17.4315895,78.4478606,262,16096
RED2,17.432047,78.4473827,263,16168
RED2,17.4336555,78.4459823,264,16400
RED2,17.4340343,78.4456613,265,16454
RED2,17.434247,78.4454928,266,16484
RED2,17.4344466,78.4453453,267,16511
RED2,17.4346132,78.4452363,268,16533
RED2,17.4349161,78.4450516,269,16572
RED2,17.4354849,78.4447024,270,16645
RED2,17.4362072,78.444259,271,16738
RED2,17.4371514,78.4436958,272,16859
RED2,17.4373271,78.4435972,273,16881
RED2,17.4377169,78.4434074,274,16929
RED2,17.4381788,78.4432116,275,16984
RED2,17.4397512,78.4425569,276,17173
RED2,17.4405962,78.442205,277,17274
RED2,17.4431312,78.4407689,278,17594
RED2,17.4433047,78.4406747,279,17616
RED2,17.4435805,78.4405372,280,17650
RED2,17.4438727,78.440398,281,17686
RED2,17.4440248,78.4403198,282,17704
RED2,17.4441819,78.4402273,283,17724
RED2,17.444321,78.4401355,284,17743
RED2,17.4444386,78.4400567,285,17758
RED2,17.4446895,78.4398754,286,17792
RED2,17.4448964,78.4397326,287,17820
RED2,17.445088,78.4396117,288,17844
RED2,17.4457901,78.4391981,289,17934
RED2,17.4462039,78.4389605,290,17987
RED2,17.4467702,78.4386518,291,18057
RED2,17.4477279,78.4381333,292,18177
RED2,17.4479139,78.4380326,293,18201
RED2,17.4482452,78.4378538,294,18242
RED2,17.4485307,78.4376842,295,18279
RED2,17.4487068,78.4375841,296,18301
RED2,17.4489474,78.437458,297,18331
RED2,17.4491007,78.4373812,298,18350
RED2,17.4497345,78.437115,299,18426
RED2,17.4499142,78.437035,300,18447
RED2,17.450116,78.4369367,301,18472
RED2,17.4503144,78.4368312,302,18497
RED2,17.4506145,78.4366623,303,18535
RED2,17.4510498,78.436436,304,18589
RED2,17.4520011,78.4359673,305,18706
RED2,17.452178,78.4358767,306,18727
RED2,17.4524143,78.4357493,307,18757
RED2,17.452698,78.4355982,308,18792
RED2,17.453248,78.4353096,309,18861
RED2,17.4538336,78.434995,310,18934
RED2,17.4540676,78.4348801,311,18963
RED2,17.4542637,78.4347882,312,18987
RED2,17.4550516,78.4344357,313,19082
RED2,17.4555467,78.4342175,314,19141
RED2,17.4560812,78.4339862,315,19206
RED2,17.4566232,78.4337487,316,19271
RED2,17.4577203,78.4332668,317,19403
RED2,17.457824,78.4332213,318,19416
RED2,17.4582129,78.4330436,319,19463
RED2,17.4584089,78.4329462,320,19487
RED2,17.4585378,78.4328751,321,19503
RED2,17.4587141,78.4327715,322,19526
RED2,17.4588937,78.4326569,323,19549
RED2,17.4590552,78.432543,324,19571
RED2,17.4592656,78.4323884,325,19599
RED2,17.4596573,78.4321212,326,19651
RED2,17.4598659,78.4320096,327,19677
RED2,17.4600852,78.4318861,328,19705
RED2,17.4603346,78.4317495,329,19736
RED2,17.4615288,78.4311964,330,19882
RED2,17.4618413,78.4310565,331,19919
RED2,17.4622809,78.4308554,332,19973
RED2,17.4628892,78.4305764,333,20047
RED2,17.4634479,78.4303158,334,20115
RED2,17.4644365,78.4298596,335,20235
RED2,17.4646229,78.4297736,336,20257
RED2,17.4654398,78.429394,337,20357
RED2,17.4656045,78.4293287,338,20376
RED2,17.465714,78.4292876,339,20389
RED2,17.465841,78.429244,340,20404
RED2,17.4660009,78.4291971,341,20422
RED2,17.466152,78.4291561,342,20440
RED2,17.4663638,78.4291075,343,20464
RED2,17.4667115,78.4290279,344,20504
RED2,17.4669033,78.4289767,345,20526
RED2,17.467032,78.4289365,346,20540
RED2,17.4671215,78.4289064,347,20551
RED2,17.4672902,78.4288444,348,20571
RED2,17.4674708,78.4287664,349,20593
RED2,17.4687201,78.4281824,350,20745
RED2,17.4689047,78.4280902,351,20767
RED2,17.4690326,78.428019,352,20783
RED2,17.4691541,78.4279503,353,20799
RED2,17.4693156,78.4278489,354,20820
RED2,17.469526,78.4277031,355,20848
RED2,17.4701652,78.4272391,356,20934
RED2,17.4712628,78.4264926,357,21080
RED2,17.4715219,78.4263149,358,21114
RED2,17.4723848,78.4257298,359,21228
RED2,17.472596,78.4255866,360,21256
RED2,17.4728475,78.4254148,361,21290
RED2,17.4753463,78.4237071,362,21621
RED2,17.4755469,78.423563,363,21648
RED2,17.475642,78.4234892,364,21662
RED2,17.4757251,78.4234172,365,21674
RED2,17.4758226,78.4233283,366,21688
RED2,17.4759145,78.4232328,367,21702
RED2,17.476067,78.4230644,368,21727
RED2,17.4761483,78.4229563,369,21742
RED2,17.4762837,78.4227711,370,21766
RED2,17.4764441,78.422519,371,21798
RED2,17.4770298,78.4216187,372,21914
RED2,17.4771624,78.4214148,373,21940
RED2,17.4775191,78.4208779,374,22010
RED2,17.4791363,78.4186337,375,22308
RED2,17.4793167,78.4184093,376,22339
RED2,17.4795522,78.4181328,377,22378
RED2,17.4798914,78.4177659,378,22433
RED2,17.4802692,78.4173708,379,22492
RED2,17.4804361,78.4172007,380,22518
RED2,17.4806166,78.4170285,381,22545
RED2,17.4813642,78.4163241,382,22657
RED2,17.4815124,78.4161639,383,22680
RED2,17.4816311,78.4160216,384,22700
RED2,17.4817369,78.4158786,385,22720
RED2,17.481838,78.4157282,386,22739
RED2,17.4819403,78.4155643,387,22760
RED2,17.4824387,78.414725,388,22865
RED2,17.4832248,78.4133956,389,23031
RED2,17.4833673,78.4131781,390,23059
RED2,17.4835939,78.4128792,391,23099
RED2,17.4837218,78.4127316,392,23120
RED2,17.4838149,78.412632,393,23135
RED2,17.4839447,78.412501,394,23155
RED2,17.4840061,78.4124445,395,23164
RED2,17.4840921,78.4123688,396,23177
RED2,17.4841924,78.4122838,397,23191
RED2,17.4846181,78.4119616,398,23249
RED2,17.485523,78.411303,399,23372
RED2,17.4856679,78.4111975,400,23392
RED2,17.4859229,78.4110038,401,23427
RED2,17.4862579,78.4107592,402,23472
RED2,17.4880446,78.4095865,403,23706
RED2,17.4881489,78.409512,404,23720
RED2,17.4882532,78.4094362,405,23734
RED2,17.4884513,78.4092833,406,23762
RED2,17.4894522,78.4084773,407,23902
RED2,17.4909892,78.4072381,408,24118
RED2,17.4910938,78.4071438,409,24133
RED2,17.4911949,78.4070396,410,24149
RED2,17.4912766,78.4069447,411,24162
RED2,17.4913565,78.40684,412,24177
RED2,17.491449,78.4066992,413,24195
RED2,17.4915175,78.4065827,414,24209
RED2,17.4915818,78.4064654,415,24224
RED2,17.4916573,78.4063086,416,24242
RED2,17.492705,78.4040984,417,24504
RED2,17.4935141,78.4023455,418,24711
RED2,17.4937841,78.4017525,419,24780
RED2,17.4940624,78.401141,420,24852
RED2,17.4955826,78.3978236,421,25242
RED2,17.4956567,78.397649,422,25263
RED2,17.4957513,78.3974006,423,25291
RED2,17.4958271,78.3971696,424,25317
RED2,17.495923,78.3968241,425,25355
RED2,17.496612,78.3942158,426,25642
RED2,17.4966609,78.3940701,427,25658
RED2,17.4967231,78.39391,428,25677
RED2,17.4967906,78.3937443,429,25696
RED2,17.4968689,78.3935801,430,25715
RED2,17.4969436,78.3934449,431,25732
RED2,17.4970387,78.3932888,432,25752
RED2,17.4978555,78.3920776,433,25909
RED2,17.4979726,78.3918805,434,25934
RED2,17.4980523,78.3917203,435,25953
RED2,17.4981418,78.3915213,436,25976
RED2,17.4982103,78.3913614,437,25995
RED2,17.4982738,78.3911774,438,26015
RED2,17.4983311,78.3909859,439,26037
RED2,17.4983761,78.3907842,440,26059
RED2,17.4984017,78.3906141,441,26077
RED2,17.4984508,78.3902708,442,26114
RED2,17.4985487,78.3895213,443,26194
RED2,17.498637,78.3888634,444,26264
RED2,17.4987252,78.3882065,445,26335
RED2,17.498888,78.3869858,446,26465
RED2,17.4990457,78.3857887,447,26594
RED2,17.49927,78.3841789,448,26766
RED2,17.4994082,78.3831994,449,26871
RED2,17.4994306,78.3829802,450,26895
RED2,17.4994393,78.3827822,451,26916
RED2,17.4994357,78.3826039,452,26934
RED2,17.4994212,78.3823983,453,26956
RED2,17.4993944,78.3821798,454,26980
RED2,17.499338,78.3819052,455,27009
RED2,17.4992866,78.3817201,456,27030
RED2,17.4991788,78.3814068,457,27065
RED2,17.4990088,78.3809403,458,27118
RED2,17.4989243,78.3807145,459,27144
RED2,17.4988555,78.3805378,460,27164
RED2,17.4987819,78.3803642,461,27184
RED2,17.4986967,78.3801767,462,27206
RED2,17.4986006,78.3799789,463,27230
RED2,17.4983266,78.3794212,464,27296
RED2,17.4975558,78.3778526,465,27484
RED2,17.4974835,78.3777092,466,27501
RED2,17.4974364,78.377603,467,27513
RED2,17.4973865,78.3774907,468,27526
RED2,17.4973395,78.3773716,469,27540
RED2,17.49727,78.3771781,470,27562
RED2,17.4972317,78.3770416,471,27577
RED2,17.4971955,78.3769028,472,27592
RED2,17.4971593,78.3767275,473,27611
RED2,17.4971182,78.3764986,474,27636
RED2,17.4970082,78.3758697,475,27704
RED2,17.4969691,78.3756869,476,27724
RED2,17.4969272,78.3755207,477,27742
RED2,17.4968765,78.3753538,478,27760
RED2,17.4968266,78.3751892,479,27779
RED2,17.4966262,78.3745656,480,27849
RED2,17.4965755,78.3744093,481,27866
RED2,17.4965466,78.3742925,482,27879
RED2,17.4965285,78.3741923,483,27890
RED2,17.4965162,78.3740861,484,27901
RED2,17.4965097,78.3739511,485,27915
RED2,17.4965111,78.3736848,486,27944
RED2,17.4965198,78.3730251,487,28014
BLUE1,17.3902374,78.5587644,1,0
BLUE1,17.3910013,78.5588151,2,85
BLUE1,17.3914949,78.5588479,3,140
BLUE1,17.3948326,78.5592034,4,513
BLUE1,17.3952971,78.5592527,5,565
BLUE1,17.3956921,78.5593226,6,610
BLUE1,17.3980792,78.5599376,7,883
BLUE1,17.3986136,78.5600834,8,944
BLUE1,17.3990669,78.5601447,9,995
BLUE1,17.3993615,78.5601638,10,1028
BLUE1,17.4000621,78.5602104,11,1106
BLUE1,17.4006322,78.5602301,12,1169
BLUE1,17.4009716,78.5602261,13,1207
BLUE1,17.4013482,78.560167,14,1250
BLUE1,17.4014112,78.5601459,15,1257
BLUE1,17.4016575,78.5600634,16,1286
BLUE1,17.4018993,78.5598901,17,1318
BLUE1,17.4020573,78.5597613,18,1341
BLUE1,17.4021849,78.559629,19,1360
BLUE1,17.4023153,78.5594562,20,1384
BLUE1,17.4024095,78.559283,21,1405
BLUE1,17.4024971,78.5590921,22,1427
BLUE1,17.4027786,78.5585235,23,1495
BLUE1,17.402922,78.5582902,24,1525
BLUE1,17.403032,78.5581561,25,1544
BLUE1,17.40327,78.557912,26,1581
BLUE1,17.4073799,78.5542281,27,2182
BLUE1,17.4084284,78.5532744,28,2336
BLUE1,17.408606,78.5530969,29,2364
BLUE1,17.4090434,78.5526332,30,2433
BLUE1,17.4100482,78.5515328,31,2594
BLUE1,17.4119606,78.5494086,32,2904
BLUE1,17.414039,78.5471454,33,3238
BLUE1,17.4143925,78.5467715,34,3293
BLUE1,17.4148047,78.5463149,35,3360
BLUE1,17.417528,78.5432115,36,3807
BLUE1,17.4186297,78.5419487,37,3989
BLUE1,17.4189978,78.5415557,38,4047
BLUE1,17.4193468,78.5411592,39,4105
BLUE1,17.4201642,78.5405282,40,4218
BLUE1,17.4209968,78.5399709,41,4327
BLUE1,17.421322,78.5395692,42,4383
BLUE1,17.4223162,78.5382072,43,4565
BLUE1,17.423711,78.5369908,44,4767
BLUE1,17.424411,78.536291,45,4875
BLUE1,17.4246399,78.535958,46,4918
BLUE1,17.4247961,78.535608,47,4959
BLUE1,17.4251946,78.5335197,48,5185
BLUE1,17.42534,78.5331048,49,5232
BLUE1,17.4255927,78.5325582,50,5296
BLUE1,17.4260585,78.5316973,51,5401
BLUE1,17.4263908,78.5312461,52,5462
BLUE1,17.4270538,78.5304559,53,5574
BLUE1,17.4276859,78.5296245,54,5686
BLUE1,17.4277912,78.529451,55,5708
BLUE1,17.4282733,78.5284257,56,5829
BLUE1,17.4288374,78.5272083,57,5973
BLUE1,17.4289932,78.5269521,58,6005
BLUE1,17.4292134,78.5266723,59,6044
BLUE1,17.4303086,78.5255018,60,6218
BLUE1,17.430578,78.5252136,61,6260
BLUE1,17.4318817,78.5237248,62,6475
BLUE1,17.4336277,78.5216797,63,6766
BLUE1,17.4355036,78.5195573,64,7073
BLUE1,17.4364068,78.5184986,65,7224
BLUE1,17.4368754,78.517802,66,7314
BLUE1,17.4369455,78.5170843,67,7390
BLUE1,17.4368652,78.516815,68,7420
BLUE1,17.4358757,78.515353,69,7611
BLUE1,17.4356047,78.5149707,70,7661
BLUE1,17.4349695,78.5136075,71,7822
BLUE1,17.4346629,78.5125782,72,7936
BLUE1,17.433885,78.5109796,73,8127
BLUE1,17.433496,78.5101427,74,8226
BLUE1,17.4333691,78.5090617,75,8341
BLUE1,17.433281,78.5077584,76,8480
BLUE1,17.4332687,78.5075597,77,8501
BLUE1,17.4332397,78.507158,78,8544
BLUE1,17.4332384,78.507017,79,8559
BLUE1,17.4332449,78.506905,80,8570
BLUE1,17.4332707,78.5067717,81,8585
BLUE1,17.4332966,78.5066727,82,8596
BLUE1,17.4333395,78.5065578,83,8609
BLUE1,17.4333902,78.5064583,84,8621
BLUE1,17.4334471,78.5063617,85,8633
BLUE1,17.4335103,78.5062721,86,8645
BLUE1,17.4336052,78.5061664,87,8660
BLUE1,17.4336866,78.5060946,88,8672
BLUE1,17.4337549,78.506044,89,8681
BLUE1,17.4338226,78.5060005,90,8690
BLUE1,17.4339127,78.5059517,91,8701
BLUE1,17.4343186,78.5058198,92,8749
BLUE1,17.4346743,78.5057232,93,8789
BLUE1,17.4350249,78.5056374,94,8829
BLUE1,17.4357106,78.5054333,95,8909
BLUE1,17.4363556,78.5052457,96,8983
BLUE1,17.4367778,78.5051197,97,9032
BLUE1,17.437026,78.5050124,98,9062
BLUE1,17.4375049,78.5047906,99,9120
BLUE1,17.4377195,78.5047308,100,9145
BLUE1,17.437914,78.5047093,101,9166
BLUE1,17.4380931,78.5047147,102,9186
BLUE1,17.4382864,78.5047515,103,9208
BLUE1,17.4406392,78.5053881,104,9478
BLUE1,17.4410154,78.505471,105,9521
BLUE1,17.4412278,78.5054845,106,9545
BLUE1,17.4414095,78.505455,107,9565
BLUE1,17.4415962,78.5054082,108,9587
BLUE1,17.4417256,78.5053654,109,9602
BLUE1,17.441892,78.5052877,110,9622
BLUE1,17.4420799,78.5051358,111,9648
BLUE1,17.4422437,78.5049427,112,9676
BLUE1,17.4424052,78.5046968,113,9707
BLUE1,17.4425687,78.5044223,114,9742
BLUE1,17.4426557,78.5041809,115,9769
BLUE1,17.4427094,78.5039851,116,9791
BLUE1,17.4427478,78.5037518,117,9816
BLUE1,17.4427635,78.5035192,118,9841
BLUE1,17.4427811,78.5020566,119,9996
BLUE1,17.4427964,78.5017133,120,10032
BLUE1,17.4428311,78.5013851,121,10067
BLUE1,17.4429667,78.5007119,122,10140
BLUE1,17.4430126,78.5004647,123,10167
BLUE1,17.4430408,78.5001858,124,10197
BLUE1,17.4431713,78.4974685,125,10485
BLUE1,17.4432456,78.4954332,126,10701
BLUE1,17.4433531,78.4905731,127,11217
BLUE1,17.4434398,78.4862445,128,11676
BLUE1,17.4434498,78.485544,129,11751
BLUE1,17.4434677,78.4852149,130,11786
BLUE1,17.4435347,78.4836985,131,11947
BLUE1,17.4435295,78.4834179,132,11977
BLUE1,17.4434322,78.482734,133,12050
BLUE1,17.4434196,78.4824782,134,12077
BLUE1,17.4434527,78.4806338,135,12273
BLUE1,17.44345,78.4794978,136,12393
BLUE1,17.4434554,78.4791468,137,12430
BLUE1,17.4435921,78.4764056,138,12722
BLUE1,17.4436284,78.4757053,139,12796
BLUE1,17.4442246,78.4729233,140,13099
BLUE1,17.4442412,78.4708533,141,13318
BLUE1,17.4447373,78.4675399,142,13674
BLUE1,17.4447246,78.4671326,143,13717
BLUE1,17.4447275,78.4667502,144,13758
BLUE1,17.4447709,78.4664424,145,13791
BLUE1,17.4448686,78.4658736,146,13852
BLUE1,17.4450729,78.4646038,147,13989
BLUE1,17.4450464,78.4641369,148,14038
BLUE1,17.4448858,78.4633973,149,14119
BLUE1,17.4447393,78.462828,150,14181
BLUE1,17.4444399,78.4618885,151,14286
BLUE1,17.4440509,78.4609816,152,14392
BLUE1,17.4419483,78.4582537,153,14764
BLUE1,17.4416309,78.4581103,154,14802
BLUE1,17.4401252,78.4577511,155,14974
BLUE1,17.4384629,78.4573545,156,15164
BLUE1,17.4380533,78.457193,157,15212
BLUE1,17.4375612,78.4569588,158,15272
BLUE1,17.4364739,78.4564081,159,15407
BLUE1,17.4362276,78.4562713,160,15438
BLUE1,17.4359768,78.4561332,161,15469
BLUE1,17.4358617,78.4560554,162,15484
BLUE1,17.4357619,78.4559709,163,15499
BLUE1,17.4356877,78.4558891,164,15511
BLUE1,17.4355962,78.455767,165,15527
BLUE1,17.4355118,78.4556175,166,15545
BLUE1,17.4354488,78.455467,167,15563
BLUE1,17.4354043,78.4552929,168,15582
BLUE1,17.4353889,78.4551159,169,15601
BLUE1,17.4353953,78.4549275,170,15621
BLUE1,17.4354222,78.4547699,171,15638
BLUE1,17.435474,78.454603,172,15656
BLUE1,17.435902,78.4534751,173,15785
BLUE1,17.4359816,78.4532246,174,15813
BLUE1,17.4360044,78.4531177,175,15825
BLUE1,17.4360165,78.4530339,176,15834
BLUE1,17.4360184,78.45294,177,15844
BLUE1,17.4360165,78.4528327,178,15855
BLUE1,17.4360037,78.4527207,179,15867
BLUE1,17.43598,78.4526242,180,15878
BLUE1,17.4359385,78.4525021,181,15892
BLUE1,17.4358751,78.452362,182,15908
BLUE1,17.4358233,78.4522701,183,15919
BLUE1,17.4357363,78.4521487,184,15935
BLUE1,17.4356531,78.4520642,185,15948
BLUE1,17.435515,78.4519432,186,15968
BLUE1,17.4353729,78.4518215,187,15989
BLUE1,17.4352923,78.4517424,188,16001
BLUE1,17.4352245,78.4516579,189,16013
BLUE1,17.4351541,78.4515573,190,16026
BLUE1,17.4350902,78.4514379,191,16040
BLUE1,17.4350326,78.4512971,192,16057
BLUE1,17.4349923,78.4511335,193,16075
BLUE1,17.4349469,78.4508355,194,16107
BLUE1,17.4349136,78.4505877,195,16133
BLUE1,17.4348698,78.4503708,196,16157
BLUE1,17.4346558,78.449549,197,16247
BLUE1,17.434555,78.4489794,198,16309
BLUE1,17.4344757,78.4483242,199,16379
BLUE1,17.4344287,78.4478907,200,16425
BLUE1,17.4343941,78.4475085,201,16466
BLUE1,17.4343775,78.4472416,202,16494
BLUE1,17.4343596,78.4470834,203,16511
BLUE1,17.434325,78.4469372,204,16527
BLUE1,17.4342802,78.4467682,205,16545
BLUE1,17.4341817,78.4464665,206,16579
BLUE1,17.4341497,78.4463364,207,16594
BLUE1,17.4341331,78.4462371,208,16604
BLUE1,17.4341267,78.4461205,209,16617
BLUE1,17.434128,78.4459609,210,16634
BLUE1,17.4341382,78.4458496,211,16645
BLUE1,17.4341606,78.4457463,212,16657
BLUE1,17.4342105,78.4455995,213,16673
BLUE1,17.4343084,78.4454137,214,16696
BLUE1,17.4343743,78.4453165,215,16708
BLUE1,17.4344626,78.4452112,216,16723
BLUE1,17.4345912,78.4450925,217,16742
BLUE1,17.4349341,78.4448598,218,16788
BLUE1,17.4353341,78.4446031,219,16840
BLUE1,17.4360856,78.4441209,220,16938
BLUE1,17.4364976,78.4438419,221,16992
BLUE1,17.4366601,78.4437105,222,17015
BLUE1,17.4367676,78.4435979,223,17032
BLUE1,17.4369185,78.443386,224,17060
BLUE1,17.436994,78.4431928,225,17082
BLUE1,17.4372707,78.4421345,226,17199
BLUE1,17.4374256,78.4415421,227,17264
BLUE1,17.4376188,78.4407976,228,17346
BLUE1,17.4376515,78.4406557,229,17361
BLUE1,17.4376697,78.4405241,230,17375
BLUE1,17.437672,78.4405077,231,17377
BLUE1,17.4376683,78.4403481,232,17394
BLUE1,17.4376496,78.4402089,233,17409
BLUE1,17.4376323,78.4401332,234,17417
BLUE1,17.4376126,78.4400474,235,17427
BLUE1,17.4375639,78.4399275,236,17440
BLUE1,17.4374881,78.4397924,237,17457
BLUE1,17.436951,78.4391108,238,17551
BLUE1,17.4364685,78.4384983,239,17635
BLUE1,17.4363704,78.4383708,240,17652
BLUE1,17.4362687,78.4382205,241,17672
BLUE1,17.4361799,78.4380491,242,17693
BLUE1,17.436137,78.437933,243,17706
BLUE1,17.4361013,78.4377812,244,17722
BLUE1,17.4360861,78.4376248,245,17739
BLUE1,17.4360887,78.4374584,246,17757
BLUE1,17.436117,78.4371024,247,17795
BLUE1,17.4361722,78.4366195,248,17846
BLUE1,17.4363252,78.4356538,249,17950
BLUE1,17.4363776,78.4353139,250,17987
BLUE1,17.4364132,78.4350161,251,18019
BLUE1,17.4364311,78.4348134,252,18040
BLUE1,17.4365001,78.4336485,253,18164
BLUE1,17.4365436,78.4329328,254,18240
BLUE1,17.4365524,78.4326969,255,18265
BLUE1,17.4365388,78.4325359,256,18282
BLUE1,17.4365029,78.4323841,257,18299
BLUE1,17.4364469,78.4322302,258,18316
BLUE1,17.4363751,78.43209,259,18333
BLUE1,17.4361766,78.4318126,260,18370
BLUE1,17.4360826,78.4316663,261,18389
BLUE1,17.4360108,78.4315157,262,18406
BLUE1,17.435975,78.4313682,263,18423
BLUE1,17.4359486,78.4312137,264,18439
BLUE1,17.435946,78.431038,265,18458
BLUE1,17.4359605,78.4308962,266,18473
BLUE1,17.4359842,78.4307623,267,18488
BLUE1,17.436072,78.430474,268,18520
BLUE1,17.4365193,78.4291149,269,18672
BLUE1,17.43656,78.4289326,270,18692
BLUE1,17.4365735,78.4288025,271,18706
BLUE1,17.4365645,78.4286442,272,18723
BLUE1,17.4365324,78.4284518,273,18743
BLUE1,17.4364846,78.4282963,274,18761
BLUE1,17.4364095,78.4281292,275,18780
BLUE1,17.4363273,78.4280077,276,18796
BLUE1,17.4362247,78.427885,277,18813
BLUE1,17.4361012,78.4277866,278,18831
BLUE1,17.4359474,78.4276924,279,18851
BLUE1,17.4356966,78.427581,280,18881
BLUE1,17.435108,78.4273374,281,18951
BLUE1,17.4321144,78.4261389,282,19307
BLUE1,17.4299146,78.4251751,283,19573
BLUE1,17.4298314,78.4249954,284,19594
BLUE1,17.4297442,78.4247766,285,19619
BLUE1,17.429706,78.4245367,286,19645
BLUE1,17.4296919,78.4243007,287,19670
BLUE1,17.4297815,78.4239963,288,19704
BLUE1,17.4300272,78.4231997,289,19792
BLUE1,17.4306516,78.4212604,290,20010
BLUE1,17.4307334,78.4209171,291,20047
BLUE1,17.4308025,78.420665,292,20075
BLUE1,17.4308895,78.4203511,293,20110
BLUE1,17.4309151,78.4200668,294,20140
BLUE1,17.4309023,78.419863,295,20162
BLUE1,17.4307565,78.4195921,296,20195
BLUE1,17.4305185,78.4193319,297,20233
BLUE1,17.4276291,78.4165123,298,20672
BLUE1,17.4273887,78.4162849,299,20708
BLUE1,17.4272646,78.4161361,300,20729
BLUE1,17.4271712,78.4159899,301,20747
BLUE1,17.4271034,78.4158356,302,20765
BLUE1,17.4270561,78.4156694,303,20784
BLUE1,17.4270241,78.4155151,304,20801
BLUE1,17.4270215,78.4153582,305,20817
BLUE1,17.4270382,78.4151973,306,20834
BLUE1,17.4270753,78.4150243,307,20853
BLUE1,17.427129,78.4148794,308,20870
BLUE1,17.4271955,78.4147453,309,20886
BLUE1,17.4272749,78.41463,310,20901
BLUE1,17.4273798,78.4145053,311,20919
BLUE1,17.4275615,78.4143242,312,20946
BLUE1,17.4282098,78.4136829,313,21046
BLUE1,17.4288728,78.4130178,314,21148
BLUE1,17.4291907,78.4127006,315,21196
BLUE1,17.4293513,78.4125403,316,21221
BLUE1,17.4296676,78.4122348,317,21269
BLUE1,17.4297892,78.412098,318,21289
BLUE1,17.42988,78.4119679,319,21306
BLUE1,17.4299568,78.4118083,320,21325
BLUE1,17.4300041,78.4116809,321,21339
BLUE1,17.4300335,78.4115253,322,21356
BLUE1,17.4300476,78.4113845,323,21371
BLUE1,17.4300399,78.4112222,324,21388
BLUE1,17.4300208,78.4110828,325,21403
BLUE1,17.4299824,78.4109513,326,21418
BLUE1,17.4298391,78.4105664,327,21462
BLUE1,17.4298045,78.4104632,328,21473
BLUE1,17.4297719,78.4103204,329,21489
BLUE1,17.4297559,78.410138,330,21508
BLUE1,17.4297623,78.4099824,331,21525
BLUE1,17.429802,78.4098087,332,21544
BLUE1,17.4298506,78.4096867,333,21558
BLUE1,17.4299133,78.4095485,334,21574
BLUE1,17.4300604,78.4093018,335,21605
BLUE1,17.4306371,78.4083638,336,21723
BLUE1,17.4310572,78.4076804,337,21810
BLUE1,17.4311608,78.4075235,338,21830
